"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YPL051W","NC_001148.4","459963","460559","+",597,25,12,15,17,34.7304707090156,14.7322415105458,23.7286955861462,18.8609746464122,1.148,30.253023265693,12.8329629882803,20.6695954583155,16.429420423704
"YPL050C","NC_001148.4","460779","461966","-",1188,62,75,83,124,86.1315673583587,92.0765094409114,131.298782243343,137.574168009124,0.305,282.398581502815,301.890194888234,430.48781063391,451.062845931555
"YPL049C","NC_001148.4","462481","463839","-",1359,114,94,93,130,158.370946433111,115.402558499276,147.117912634107,144.230982590211,0.998,158.68832307927,115.633826151579,147.412738110327,144.520022635482
"YPL048W","NC_001148.4","464401","465648","+",1248,359,279,217,330,498.729559381464,342.524615120191,343.275129479582,366.124801959766,0.905,551.082386056867,378.480237701868,379.309535336555,404.557792220736
"YPL047W","NC_001148.4","465962","466261","+",300,17,6,18,24,23.6167200821306,7.36612075527291,28.4744347033755,26.6272583243466,1.34,17.6244179717393,5.49710504124844,21.2495781368474,19.8710883017512
"YPL046C","NC_001148.4","466644","466943","-",300,4,5,15,10,5.5568753134425,6.13843396272743,23.7286955861462,11.0946909684778,0.879,6.32181491859215,6.98342885406988,26.9951030559115,12.6219464942864
"YPL045W","NC_001148.4","467260","469656","+",2397,50,39,32,54,69.4609414180312,47.8797849092739,50.6212172504453,59.9113312297799,0.596,116.545203721529,80.3352095793187,84.9349282725592,100.522367835201
"YPL043W","NC_001148.4","469939","471996","+",2058,19,23,55,115,26.3951577388519,28.2367962285462,87.0052171492029,127.588946137494,1.187,22.2368641439359,23.7883708749336,73.2984137735492,107.488581413222
"YPL042C","NC_001148.4","473040","474707","-",1668,33,43,28,50,45.8442213359006,52.7905320794559,44.2935650941396,55.4734548423888,1.358,33.7586313224599,38.8737349627805,32.6167636922972,40.8493776453526
"YPL041C","NC_001148.4","475118","475741","-",624,6,4,4,7,8.33531297016375,4.91074717018194,6.32765215630566,7.76628367793443,1.247,6.68429267855954,3.93804905387485,5.0743000451529,6.22797408013988
"YPL040C","NC_001148.4","475993","479001","-",3009,59,39,32,39,81.9639108732768,47.8797849092739,50.6212172504453,43.2692947770633,0.299,274.126792218317,160.133059897237,169.3017299346,144.713360458406
"YPL039W","NC_001148.4","479225","480175","+",951,32,24,17,17,44.45500250754,29.4644830210917,26.8925216642991,18.8609746464122,0.299,148.678938152308,98.5434214752229,89.9415440277561,63.0801827639204
"YPL038W-A","NC_001148.4","480182","480373","+",192,1,1,0,1,1.38921882836062,1.22768679254549,0,1.10946909684778,2.396,0.579807524357523,0.512390147139184,0,0.463050541255332
"YPL038W","NC_001148.4","480535","481068","+",534,11,9,12,24,15.2814071119669,11.0491811329094,18.982956468917,26.6272583243466,2.057,7.42897769176805,5.37150273841,9.22846692703792,12.9447050677427
"YPL037C","NC_001148.4","481428","481901","-",474,163,280,301,432,226.442669022782,343.752301912736,476.155824762001,479.290649838239,1.667,135.838433726924,206.210139119818,285.636367583684,287.516886525638
"YPL036W","NC_001148.4","482843","485686","+",2844,18,14,6,16,25.0059389104912,17.1876150956368,9.4914782344585,17.7515055495644,0.623,40.1379436765509,27.5884672482132,15.2351175512977,28.4935883620617
"YPL034W","NC_001148.4","486712","487209","+",498,18,11,18,14,25.0059389104912,13.5045547180003,28.4744347033755,15.5325673558689,3.008,8.3131445846048,4.4895461163565,9.46623494128174,5.16375244543513
"YPL033C","NC_001148.4","487362","488207","-",846,1,3,1,1,1.38921882836062,3.68306037763646,1.58191303907642,1.10946909684778,0.95,1.46233560880066,3.87690566066996,1.66517162008044,1.16786220720819
"YPL032C","NC_001148.4","488887","491364","-",2478,87,91,90,153,120.862038067374,111.719498121639,142.372173516877,169.74877181771,0.191,632.785539619761,584.91883833319,745.404049826583,888.737025223611
"YPL031C","NC_001148.4;NC_001148.4","492018;493021","492918;493037","-;-",918,132,93,59,76,183.376885343602,114.17487170673,93.3328693055085,84.319651360431,0.533,344.046689200005,214.211766804372,175.108572805832,158.198220188426
"YPL030W","NC_001148.4","493543","495246","+",1704,12,7,18,44,16.6706259403275,8.5938075478184,28.4744347033755,48.8166402613022,0.473,35.2444523051321,18.1687263167408,60.1996505356776,103.206427613747
"YPL029W","NC_001148.4","495506","497719","+",2214,41,22,19,28,56.9579719627856,27.0091094360007,30.0563477424519,31.0651347117377,2.843,20.0344607677754,9.50021436370056,10.5720533740598,10.9268852310017
"YPL028W","NC_001148.4","498096","499292","+",1197,288,437,361,495,400.09502256786,536.499128342377,571.070607106586,549.187202939649,0.497,805.020166132515,1079.47510732873,1149.03542677382,1105.00443247414
"YPL027W","NC_001148.4","499665","500402","+",738,0,0,1,0,0,0,1.58191303907642,0,0.845,0,0,1.87208643677682,0
"YPL026C","NC_001148.4","500675","502183","-",1509,37,33,32,55,51.4010966493431,40.513664154001,50.6212172504453,61.0208003266277,2.477,20.7513510897631,16.3559403124752,20.4365027252504,24.634961779018
"YPL024W","NC_001148.4","503517","504242","+",726,30,13,35,42,41.6765648508187,15.9599283030913,55.3669563676746,46.5977020676066,1.019,40.8994748290665,15.6623437714341,54.334598986923,45.72885384456
"YPL023C","NC_001148.4","504339","506312","-",1974,159,163,126,154,220.885793709339,200.112947184914,199.321042923628,170.858240914558,1.703,129.703930539835,117.506134577166,117.041129138948,100.327798540551
"YPL022W","NC_001148.4","506697","509999","+",3303,128,67,68,108,177.82001003016,82.2550151005475,107.570086657196,119.82266245956,2.213,80.3524672526706,37.16900817919,48.6082632883851,54.1448994394758
"YPL021W","NC_001148.4","511101","511664","+",564,0,0,0,0,0,0,0,0,1.196,0,0,0,0
"YPL020C","NC_001148.4","512313","514178","-",1866,50,68,32,66,69.4609414180312,83.482701893093,50.6212172504453,73.2249603919532,0.737,94.2482244478036,113.273679637847,68.6855050887996,99.3554415087561
"YPL019C","NC_001148.4","514511","517018","-",2508,131,138,149,221,181.987666515242,169.420777371277,235.705042822386,245.192670403359,1.508,120.681476468993,112.347995604295,156.303078794686,162.594609020795
"YPL018W","NC_001148.4","517651","518760","+",1110,21,14,9,24,29.1735953955731,17.1876150956368,14.2372173516877,26.6272583243466,0.725,40.2394419249284,23.7070553043266,19.6375411747417,36.7272528611678
"YPL017C","NC_001148.4","518734","520233","-",1500,48,34,22,31,66.68250376131,41.7413509465465,34.8020868596812,34.3935420022811,1.973,33.7975183787684,21.156285325163,17.639172255287,17.4321044106848
"YPL016W","NC_001148.4","521014","524958","+",3945,93,30,73,94,129.197351037538,36.8306037763646,115.479651852578,104.290095103691,3.302,39.126999102828,11.1540290055617,34.9726383563229,31.5839173542371
"YPL015C","NC_001148.4","525810","526883","-",1074,73,61,73,88,101.412974470326,74.8888943452746,115.479651852578,97.6332805226043,0.563,180.129617176422,133.017574325532,205.114834551649,173.416128814573
"YPL014W","NC_001148.4","527547","528692","+",1146,41,40,32,70,56.9579719627856,49.1074717018194,50.6212172504453,77.6628367793443,1.865,30.5404675403676,26.3310840224233,27.1427438340189,41.6422717315519
"YPL013C","NC_001148.4","528985","529350","-",366,30,39,32,30,41.6765648508187,47.8797849092739,50.6212172504453,33.2840729054333,2.507,16.6240785204702,19.0984383363677,20.1919494417412,13.2764550879271
"YPL012W","NC_001148.4","529723","533409","+",3687,25,27,54,126,34.7304707090156,33.1475433987281,85.4233041101265,139.79310620282,1.109,31.3169257971286,29.8895792594483,77.0273256177876,126.053296846546
"YPL011C","NC_001148.4","533642","534703","-",1062,37,30,30,48,51.4010966493431,36.8306037763646,47.4573911722925,53.2545166486933,1.499,34.2902579381875,24.5701159281952,31.6593670262125,35.5266955628374
"YPL010W","NC_001148.4","535018","535587","+",570,89,78,60,84,123.640475724096,95.7595698185479,94.9147823445849,93.1954041352132,3.944,31.3490050010384,24.2798097917211,24.0656141847325,23.6296663628837
"YPL009C","NC_001148.4","535820","538936","-",3117,183,149,167,274,254.227045589994,182.925332089277,264.179477525761,303.994532536291,1.073,236.931076971104,170.480272217407,246.206409623263,283.312705066441
"YPL008W","NC_001148.4","539385","541970","+",2586,35,13,24,40,48.6226589926219,15.9599283030913,37.965912937834,44.3787638739111,1.145,42.4652043603684,13.9388020114335,33.1580025657939,38.758745741407
"YPL007C","NC_001148.4","542082","543848","-",1767,46,22,28,28,63.9040661045887,27.0091094360007,44.2935650941396,31.0651347117377,0.365,175.079633163257,73.997560098632,121.352233134629,85.10995811435
"YPL006W","NC_001148.4","544631","548143","+",3513,186,142,74,111,258.394702075076,174.331524541459,117.061564891655,123.151069750103,3.686,70.1016554734336,47.2955845202005,31.7584278056578,33.4104909794094
"YPL005W","NC_001148.4","548486","550306","+",1821,22,27,13,29,30.5628142239337,33.1475433987281,20.5648695079934,32.1746038085855,1.061,28.8056684485709,31.241793966756,19.3825348802954,30.3247915255283
"YPL004C","NC_001148.4","550632","551657","-",1026,1537,1281,882,1029,2135.22933919028,1572.66678125077,1395.2473004654,1141.64370065636,0.569,3752.59989312879,2763.91349956198,2452.10421874411,2006.40369183895
"YPL003W","NC_001148.4","552020","553408","+",1389,75,61,47,79,104.191412127047,74.8888943452746,74.3499128365915,87.6480586509743,3.116,33.4375520305028,24.033663140332,23.8606908974941,28.1283885272703
"YPL002C","NC_001148.4","553627","554328","-",702,33,26,15,26,45.8442213359006,31.9198566061826,23.7286955861462,28.8461965180422,2.585,17.7347084471569,12.348107004326,9.17937933700048,11.1590702197455
"YPL001W","NC_001148.4","554605","555729","+",1125,20,21,19,34,27.7843765672125,25.7814226434552,30.0563477424519,37.7219492928244,1.766,15.7329425635405,14.5987670687742,17.019449457787,21.3601071873298
"YPR001W","NC_001148.4","556377","557837","+",1461,22,11,6,11,30.5628142239337,13.5045547180003,9.4914782344585,12.2041600653255,3.512,8.70239584963945,3.84526045501149,2.70258491869547,3.47498862907903
"YPR002W","NC_001148.4","558385","559935","+",1551,88,20,28,43,122.251256895735,24.5537358509097,44.2935650941396,47.7071711644544,1.82,67.1710202723818,13.491063654346,24.3371236780987,26.2127314090409
"YNCP0008C","NC_001148.4;NC_001148.4","560198;560253","560233;560289","-;-",73,0,0,0,0,0,0,0,0,1.025,0,0,0,0
"YPR003C","NC_001148.4","561504","563768","-",2265,40,43,29,66,55.568753134425,52.7905320794559,45.8754781332161,73.2249603919532,1.388,40.0351247366174,38.0335245529221,33.0514972141326,52.7557351527041
"YPR004C","NC_001148.4","564007","565041","-",1035,143,147,93,102,198.658292455569,180.469958504186,147.117912634107,113.165847878473,0.701,283.392713916647,257.446445797698,209.868634285459,161.434875718221
"YPR005C","NC_001148.4","565787","566671","-",885,37,31,27,40,51.4010966493431,38.0582905689101,42.7116520550632,44.3787638739111,1.124,45.7305130332234,33.8596891182474,37.9996904404477,39.4828860088177
"YPR006C","NC_001148.4","567269","568996","-",1728,66,43,19,38,91.6884426718012,52.7905320794559,30.0563477424519,42.1598256802155,1.46,62.8003031998638,36.1578986845588,20.5865395496246,28.8765929316545
"YPR007C","NC_001148.4","569336","571378","-",2043,9,2,6,8,12.5029694552456,2.45537358509097,9.4914782344585,8.87575277478221,1.55,8.06643190661008,1.58411199038127,6.12353434481193,5.72629211276272
"YNCP0009W","NC_001148.4","572269","572339","+",71,0,0,0,0,0,0,0,0,0.091,0,0,0,0
"YPR008W","NC_001148.4","573018","575102","+",2085,146,123,106,158,202.825948940651,151.005475483095,167.6827821421,175.296117301949,2.264,89.5874332776728,66.6985315738051,74.0648331016343,77.4276136492706
"YPR009W","NC_001148.4","576552","577358","+",807,22,38,33,44,30.5628142239337,46.6520981167285,52.2031302895217,48.8166402613022,1.034,29.5578474119282,45.1180832850372,50.4865863535026,47.2114509296926
"YPR010C","NC_001148.4","577585","581196","-",3612,78,132,204,419,108.359068612129,162.054656616004,322.710259971589,464.867551579218,0.884,122.578131914173,183.319747303172,365.056855171481,525.868271017215
"YNCP0010W","NC_001148.4","582062","582134","+",73,1,0,0,0,1.38921882836062,0,0,0,1.727,0.804411597197814,0,0,0
"YPR010C-A","NC_001148.4;NC_001148.4","582373;582702","582558;582734","-;-",219,98,96,62,73,136.143445179341,117.857932084367,98.0786084227378,80.9912440698877,2.042,66.6716185990897,57.7169109130101,48.0306603441419,39.6627052252143
"YPR011C","NC_001148.4","583062","584042","-",981,59,41,25,50,81.9639108732768,50.3351584943649,39.5478259769104,55.4734548423888,0.07,1170.91301247538,719.073692776642,564.968942527291,792.47792631984
"YPR013C","NC_001148.4","584632","585585","-",954,28,29,32,31,38.8981271940975,35.6029169838191,50.6212172504453,34.3935420022811,2.084,18.6651282121389,17.0839332935792,24.2904113485822,16.5036190030139
"YPR014C","NC_001148.4","587189","587518","-",330,6,3,1,3,8.33531297016375,3.68306037763646,1.58191303907642,3.32840729054333,0.806,10.3415793674488,4.56955381840751,1.9626712643628,4.12953758131927
"YPR015C","NC_001148.4","590283","591026","-",744,20,17,9,10,27.7843765672125,20.8706754732733,14.2372173516877,11.0946909684778,3.611,7.69437179928344,5.77974950796822,3.94273535078586,3.07247049805532
"YPR016C","NC_001148.4","592332","593069","-",738,105,104,130,211,145.867976977866,127.679426424731,205.648695079934,234.097979434881,0.072,2025.94412469258,1773.32536701015,2856.2318761102,3251.36082548446
"YPR017C","NC_001148.4","593486","593917","-",432,14,14,13,13,19.4490635970487,17.1876150956368,20.5648695079934,14.4230982590211,0.361,53.8755224294979,47.6111221485784,56.9663975290676,39.9531807729116
"YPR018W","NC_001148.4","594476","596296","+",1821,32,35,34,55,44.45500250754,42.969037739092,53.7850433285981,61.0208003266277,0.98,45.3622474566735,43.8459568766245,54.8826972740797,62.2661227822732
"YPR019W","NC_001148.4","596750","599551","+",2802,100,99,75,124,138.921882836062,121.540992462003,118.643477930731,137.574168009124,0.953,145.773224382017,127.535144241346,124.494730252604,144.35904303161
"YPR020W","NC_001148.4","599870","600217","+",348,103,131,96,128,143.089539321144,160.826969823459,151.863651751336,142.012044396515,0.329,434.922611918372,488.835774539388,461.591646660596,431.64755135719
"YPR021C","NC_001148.4","600649","603357","-",2709,59,67,34,37,81.9639108732768,82.2550151005475,53.7850433285981,41.0503565833677,0.743,110.314819479511,110.706615209351,72.3890219765789,55.2494705025138
"YPR022C","NC_001148.4","603911","607312","-",3402,86,66,56,63,119.472819239014,81.0273283080021,88.5871301882793,69.8965531014099,0.737,162.106946050222,109.942100824969,120.199633905399,94.8392850765399
"YPR023C","NC_001148.4","608826","610031","-",1206,145,106,85,113,201.436730112291,130.134800009821,134.462608321495,125.370007943799,0.431,467.370603508795,301.936890974064,311.978209562634,290.88168896473
"YPR024W","NC_001148.4","610481","612724","+",2244,241,220,139,166,334.80173763491,270.091094360007,219.885912431622,184.171870076731,1.82,183.9569987005,148.401700197806,120.81643540199,101.193335206995
"YPR025C","NC_001148.4","613377","614558","-",1182,31,28,32,53,43.0657836791794,34.3752301912736,50.6212172504453,58.8018621329322,2.801,15.3751459047409,12.2724848951352,18.0725516781311,20.9931674876587
"YPR026W","NC_001148.4","615379","619014","+",3636,167,98,80,62,231.999544336224,120.313305669458,126.553043126113,68.7870840045621,0.347,668.586583101511,346.72422383129,364.706176155946,198.233671482888
"YPR027C","NC_001148.4","620425","621258","-",834,16,14,23,28,22.22750125377,17.1876150956368,36.3839998987576,31.0651347117377,2.708,8.20808761217503,6.34697750946706,13.4357459005752,11.471615477008
"YNCP0011C","NC_001148.4;NC_001148.4","622540;622595","622575;622631","-;-",73,0,0,0,0,0,0,0,0,3.401,0,0,0,0
"YPR028W","NC_001148.4;NC_001148.4","623527;623711","623577;624202","+;+",543,238,244,194,237,330.634081149829,299.555577381099,306.891129580825,262.944175952923,1.205,274.38512958492,248.593840150289,254.681435336784,218.210934400766
"YPR029C","NC_001148.4","624469","626967","-",2499,112,104,111,136,155.59250877639,127.679426424731,175.592347337482,150.887797171298,2.243,69.368037795983,56.9235070997461,78.2845953354802,67.2705292783315
"YPR030W","NC_001148.4","627880","631245","+",3366,271,220,79,66,376.478302485729,270.091094360007,124.971130087037,73.2249603919532,1.181,318.779256973522,228.696946960209,105.818061038981,62.0025066824329
"YPR031W","NC_001148.4","631515","633761","+",2247,24,11,11,22,33.341251880655,13.5045547180003,17.4010434298406,24.4083201306511,3.635,9.17228387363273,3.71514572709776,4.78708209899328,6.71480608821213
"YPR032W","NC_001148.4","634123","637224","+",3102,55,52,32,52,76.4070355598343,63.8397132123653,50.6212172504453,57.6923930360844,0.833,91.7251327248912,76.63831117931,60.7697686079776,69.2585750733306
"YPR033C","NC_001148.4","637379","639019","-",1641,141,228,172,260,195.879854798848,279.912588700371,272.089042721144,288.461965180422,0.091,2152.52587691042,3075.96251319089,2989.98948045213,3169.91170527936
