# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YOL108C	NC_001147.6	111431	111886	-	456	23	22	21	27
YOL107W	NC_001147.6	112102	113130	+	1029	25	28	14	14
YNCO0002W	NC_001147.6	113802	113874	+	73	0	0	1	0
YOL105C	NC_001147.6	114138	115808	-	1671	30	19	19	24
YOL104C	NC_001147.6	116396	117454	-	1059	1	2	1	1
YOL103W-B	NC_001147.6	118000	123268	+	5269	165	346	168	240
YOL103W-A	NC_001147.6	118000	119322	+	1323	0	0	0	0
YOL103W	NC_001147.6	124001	125830	+	1830	76	73	67	92
YOL102C	NC_001147.6	125997	126689	-	693	17	23	21	33
YOL101C	NC_001147.6	126982	127920	-	939	2	1	1	0
YOL100W	NC_001147.6	129237	132482	+	3246	127	92	72	86
YOL098C	NC_001147.6	132725	135838	-	3114	140	150	121	207
YNCO0003C	NC_001147.6	136088	136183	-	96	0	0	0	0
YOL097W-A	NC_001147.6	136220	136405	+	186	1	0	2	1
YOL097C	NC_001147.6	136527	137825	-	1299	56	132	110	198
YOL096C	NC_001147.6	138107	139045	-	939	54	46	28	42
YOL095C	NC_001147.6	139227	141347	-	2121	26	11	12	11
YOL094C	NC_001147.6	141584	142555	-	972	20	22	13	31
YOL093W	NC_001147.6	142815	143696	+	882	12	27	26	49
YOL092W	NC_001147.6	144204	145130	+	927	60	74	69	108
YOL091W	NC_001147.6	145334	147163	+	1830	5	8	5	5
YOL090W	NC_001147.6	147382	150276	+	2895	46	48	49	77
YOL089C	NC_001147.6	150398	153490	-	3093	33	43	36	50
YOL088C	NC_001147.6	153912	154745	-	834	48	47	46	58
YOL087C	NC_001147.6	155287	158637	-	3351	187	176	130	156
YOL086W-A	NC_001147.6	159173	159445	+	273	17	23	23	23
YOL086C	NC_001147.6	159548	160594	-	1047	3633	7122	2728	3636
YOL085C	NC_001147.6	161673	162014	-	342	7	2	1	2
YOL084W	NC_001147.6	162356	165331	+	2976	353	69	87	83
YOL083W	NC_001147.6	165714	166952	+	1239	43	34	22	17
YOL082W	NC_001147.6	168727	169974	+	1248	174	126	61	54
YOL081W	NC_001147.6	171070	180309	+	9240	276	216	167	195
YOL080C	NC_001147.6	180558	181427	-	870	8	1	11	15
YOL078W	NC_001147.6	181682	185212	+	3531	25	28	29	39
YOL077W-A	NC_001147.6	185438	185644	+	207	46	61	41	51
YOL077C	NC_001147.6	185848	186723	-	876	17	26	64	123
YOL076W	NC_001147.6	187024	189414	+	2391	44	29	32	50
YOL075C	NC_001147.6	189658	193542	-	3885	46	46	32	30
YOL073C	NC_001147.6	193832	194800	-	969	45	54	27	42
YOL072W	NC_001147.6	194970	196337	+	1368	28	26	27	26
YOL071W	NC_001147.6	196507	196995	+	489	61	44	24	27
YOL070C	NC_001147.6	197220	198725	-	1506	97	95	71	87
YOL069W	NC_001147.6	198942	200297	+	1356	52	31	22	39
YOL068C	NC_001147.6	200368	201879	-	1512	103	88	61	75
YOL067C	NC_001147.6	201985	202518	-	534	21	23	12	19
YOL066C	NC_001147.6	202696	204471	-	1776	44	33	39	49
YOL065C	NC_001147.6	204731	205885	-	1155	58	25	19	32
YOL064C	NC_001147.6	206103	207176	-	1074	88	211	51	63
YOL063C	NC_001147.6	207392	210265	-	2874	81	49	43	74
YOL062C	NC_001147.6	210520	211995	-	1476	117	71	47	91
YOL061W	NC_001147.6	212244	213734	+	1491	103	109	105	179
YOL060C	NC_001147.6	214017	216137	-	2121	212	214	132	143
YOL059W	NC_001147.6	217126	218448	+	1323	237	423	194	289
YOL058W	NC_001147.6	219211	220473	+	1263	136	1495	66	68
YOL057W	NC_001147.6	220767	222902	+	2136	78	87	62	102
YOL056W	NC_001147.6	223268	224179	+	912	13	20	20	21
YOL055C	NC_001147.6	224420	226075	-	1656	37	35	15	32
YNCO0004C	NC_001147.6	226611	226681	-	71	0	0	0	0
YNCO0005W	NC_001147.6	228331	228404	+	74	0	1	0	0
YOL054W	NC_001147.6	228614	229834	+	1221	33	35	22	33
YOL053W	NC_001147.6	230085	231272	+	1188	47	42	30	36
YOL052C-A	NC_001147.6	231570	231755	-	186	325	186	108	82
YOL052C	NC_001147.6	232446	233636	-	1191	41	56	54	70
YNCO0006W	NC_001147.6	234346	234546	+	201	1	0	0	0
YOL051W	NC_001147.6	234940	238185	+	3246	176	153	134	180
YOL049W	NC_001147.6	238619	240094	+	1476	127	179	124	153
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	77	57	49	50
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	18	17	13	21
YOL045W	NC_001147.6	243497	246802	+	3306	68	82	55	70
YOL044W	NC_001147.6	247150	248301	+	1152	30	29	12	12
YOL043C	NC_001147.6	248392	249534	-	1143	40	20	32	28
YOL042W	NC_001147.6	249825	250916	+	1092	42	24	29	53
YOL041C	NC_001147.6	251267	252646	-	1380	18	32	43	116
YOL040C	NC_001147.6	253149	253577	-	429	411	994	1337	2085
YOL039W	NC_001147.6	254297	254617	+	321	234	550	831	1195
YOL038C-A	NC_001147.6	254926	255021	-	96	3	1	0	0
YOL038W	NC_001147.6	255337	256101	+	765	152	217	120	169
YOL036W	NC_001147.6	256745	259030	+	2286	82	76	58	115
YNCO0007W	NC_001147.6	259489	259578	+	90	0	1	1	1
YOL034W	NC_001147.6	259923	263204	+	3282	27	34	17	35
YOL033W	NC_001147.6	263475	265085	+	1611	34	40	32	35
YOL032W	NC_001147.6	265429	266169	+	741	137	95	77	126
YOL031C	NC_001147.6	266264	267529	-	1266	34	38	38	46
YOL030W	NC_001147.6	268187	269641	+	1455	216	236	140	193
YOL029C	NC_001147.6	269815	270420	-	606	24	13	28	26
YOL028C	NC_001147.6	270633	271370	-	738	26	20	20	33
YOL027C	NC_001147.6	272003	273724	-	1722	151	97	77	109
YOL026C	NC_001147.6	274012	274353	-	342	28	25	22	35
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	0	0	0	0
YOL025W	NC_001147.6	274957	276939	+	1983	33	29	19	47
YOL024W	NC_001147.6	277086	277604	+	519	0	0	0	0
YOL023W	NC_001147.6	278056	280086	+	2031	51	30	13	20
YOL022C	NC_001147.6	280272	281498	-	1227	21	32	28	76
YNCO0009W	NC_001147.6	282164	282234	+	71	0	0	0	0
YOL021C	NC_001147.6	282421	285426	-	3006	82	74	78	133
YOL020W	NC_001147.6	286172	287950	+	1779	32	89	108	165
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	0	0	0	0
YOL019W-A	NC_001147.6	288420	288572	+	153	1	0	0	0
YOL019W	NC_001147.6	288898	290553	+	1656	35	50	39	45
YOL018C	NC_001147.6	290881	292074	-	1194	59	71	44	44
YOL017W	NC_001147.6	292529	294673	+	2145	28	22	21	31
YOL016C	NC_001147.6	294777	296120	-	1344	136	249	104	179
YOL015W	NC_001147.6	297078	298838	+	1761	4	3	3	5
YOL014W	NC_001147.6	299693	300067	+	375	6	33	16	34
YOL013W-A	NC_001147.6	301047	301238	+	192	0	0	0	0
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	0	0	0	0
YOL013C	NC_001147.6	301380	303035	-	1656	73	72	47	60
YOL012C	NC_001147.6	303579	303983	-	405	86	65	51	61
YOL011W	NC_001147.6	305349	307409	+	2061	82	68	56	78
YOL010W	NC_001147.6	307938	309041	+	1104	16	9	14	39
YOL009C	NC_001147.6	309324	310139	-	816	24	24	13	13
YOL008W	NC_001147.6	310312	310935	+	624	28	27	19	25
YOL007C	NC_001147.6	311342	312367	-	1026	30	10	20	33
YOL006C	NC_001147.6	313078	315387	-	2310	97	89	83	129
YOL005C	NC_001147.6	315813	316175	-	363	25	45	42	27
YOL004W	NC_001147.6	316938	321548	+	4611	240	222	184	218
YOL003C	NC_001147.6	321858	322994	-	1137	40	20	31	19
YOL002C	NC_001147.6	323411	324364	-	954	40	23	30	27
YOL001W	NC_001147.6	325249	326130	+	882	32	18	24	18
YOR001W	NC_001147.6	326832	329033	+	2202	56	63	64	101
YOR002W	NC_001147.6	329417	331051	+	1635	99	83	60	95
YOR003W	NC_001147.6	331455	332891	+	1437	52	25	31	25
YOR004W	NC_001147.6	333592	334356	+	765	13	11	26	39
YOR005C	NC_001147.6	334509	337343	-	2835	66	24	30	56
YOR006C	NC_001147.6	337680	338621	-	942	39	37	42	63
YOR007C	NC_001147.6	338938	339978	-	1041	543	640	323	523
YNCO0012C	NC_001147.6	340299	340371	-	73	0	0	0	0
YOR008C	NC_001147.6	341278	342414	-	1137	204	176	123	159
YOR008C-A	NC_001147.6	342857	343081	-	225	1	1	2	0
YOR009W	NC_001147.6	344335	345798	+	1464	11	9	14	16
YOR010C	NC_001147.6	346195	346950	-	756	11	6	3	14
YOR011W	NC_001147.6	349679	353863	+	4185	27	20	17	33
YNCO0013C	NC_001147.6	354041	354113	-	73	0	0	0	1
YOR011W-A	NC_001147.6	355652	355858	+	207	0	0	0	0
YOR012W	NC_001147.6	356543	356956	+	414	4	7	7	9
YOR014W	NC_001147.6	357674	359947	+	2274	150	152	112	157
YOR015W	NC_001147.6	359993	360352	+	360	36	38	22	43
YOR016C	NC_001147.6	360461	361084	-	624	41	40	27	38
YOR017W	NC_001147.6	361412	363814	+	2403	62	38	27	53
YOR018W	NC_001147.6	364369	366882	+	2514	69	40	60	57
YOR019W	NC_001147.6	368127	370319	+	2193	44	25	25	23
YOR020C	NC_001147.6	370524	370844	-	321	188	266	117	155
YOR020W-A	NC_001147.6	371685	371957	+	273	48	56	24	27
YOR021C	NC_001147.6	372798	373439	-	642	67	62	71	89
YOR022C	NC_001147.6	373710	375857	-	2148	44	30	33	36
YOR023C	NC_001147.6	376012	377712	-	1701	117	102	71	113
YOR025W	NC_001147.6	378219	379562	+	1344	55	45	43	48
YOR026W	NC_001147.6	379781	380806	+	1026	40	18	24	30
YOR027W	NC_001147.6	381053	382822	+	1770	908	926	446	766
YOR028C	NC_001147.6	383533	384420	-	888	18	14	13	14
YOR029W	NC_001147.6	384600	384935	+	336	0	0	2	1
YOR030W	NC_001147.6	386825	388684	+	1860	52	34	31	57
YOR032C	NC_001147.6	389771	391075	-	1305	27	12	15	18
YOR032W-A	NC_001147.6	392176	392376	+	201	0	1	1	0
YOR033C	NC_001147.6	392416	394524	-	2109	47	32	47	47
YOR034C	NC_001147.6	394837	397086	-	2250	40	26	23	42
YOR034C-A	NC_001147.6	397426	397668	-	243	5	7	4	4
YOR035C	NC_001147.6	397735	400104	-	2370	113	104	56	77
YOR036W	NC_001147.6	400348	401214	+	867	104	98	62	75
YOR037W	NC_001147.6	401555	402655	+	1101	19	33	13	40
YOR038C	NC_001147.6	402761	405388	-	2628	53	36	52	68
YOR039W	NC_001147.6	405768	406544	+	777	92	97	66	112
YOR040W	NC_001147.6	407064	407921	+	858	33	27	22	32
YNCO0014C	NC_001147.6	407948	408134	-	187	3	3	5	1
YOR042W	NC_001147.6	408425	409660	+	1236	211	213	108	159
YNCO0015C	NC_001147.6	409765	409864	-	100	3	3	1	5
YOR043W	NC_001147.6	410870	412330	+	1461	98	81	68	106
YOR044W	NC_001147.6	413007	413480	+	474	11	13	6	17
YOR045W	NC_001147.6	413852	414037	+	186	33	44	25	18
YOR046C	NC_001147.6	414459	415907	-	1449	85	93	118	119
YOR047C	NC_001147.6	416347	417681	-	1335	31	29	33	67
YOR048C	NC_001147.6	418630	421650	-	3021	91	104	80	162
YOR049C	NC_001147.6	422668	423732	-	1065	21	16	11	30
YOR051C	NC_001147.6	424846	426084	-	1239	60	92	99	146
YOR052C	NC_001147.6	426772	427224	-	453	271	257	162	201
YOR054C	NC_001147.6	427833	429857	-	2025	74	98	70	61
YOR056C	NC_001147.6	430247	431626	-	1380	68	38	65	107
YOR057W	NC_001147.6	432186	433373	+	1188	53	59	37	88
YOR058C	NC_001147.6	433688	436345	-	2658	35	33	27	33
YNCO0016W	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	1	0	0	0
YOR059C	NC_001147.6	438906	440258	-	1353	156	84	49	72
YOR060C	NC_001147.6	440390	441163	-	774	14	9	15	14
YOR061W	NC_001147.6	441534	442553	+	1020	92	81	65	108
YOR062C	NC_001147.6	442725	443531	-	807	37	30	38	39
YOR063W	NC_001147.6	444686	445849	+	1164	1830	2551	4589	7037
YOR064C	NC_001147.6	446079	446738	-	660	34	10	21	34
YOR065W	NC_001147.6	447439	448368	+	930	625	536	399	531
YOR066W	NC_001147.6	449436	451325	+	1890	26	19	17	21
YOR067C	NC_001147.6	451729	453462	-	1734	38	42	40	64
YOR069W	NC_001147.6	453768	455795	+	2028	65	77	66	107
YOR068C	NC_001147.6	453869	454213	-	345	0	0	0	0
YOR070C	NC_001147.6	455907	457820	-	1914	83	59	67	75
YOR071C	NC_001147.6	459480	461276	-	1797	34	22	23	22
YOR072W	NC_001147.6	461502	461816	+	315	2	3	0	1
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	0	0	0	0
YOR072W-B	NC_001147.6	464469	464630	+	162	0	0	0	0
YOR073W	NC_001147.6	464771	466543	+	1773	20	20	29	43
YOR074C	NC_001147.6	466675	467589	-	915	48	34	28	51
YOR075W	NC_001147.6	468212	469252	+	1041	41	32	23	34
YOR076C	NC_001147.6	469377	471620	-	2244	27	31	30	54
YOR077W	NC_001147.6	471899	472597	+	699	14	10	11	17
YOR078W	NC_001147.6	472725	473369	+	645	27	15	36	52
YOR079C	NC_001147.6	473475	474416	-	942	14	16	16	31
YOR080W	NC_001147.6	474594	476792	+	2199	33	19	28	42
YOR081C	NC_001147.6	476939	479188	-	2250	79	36	45	56
YOR083W	NC_001147.6	479533	480420	+	888	43	26	19	32
YOR084W	NC_001147.6	480587	481750	+	1164	55	25	27	40
YOR085W	NC_001147.6	482033	483085	+	1053	85	88	80	89
YOR086C	NC_001147.6	483219	486779	-	3561	356	365	222	283
YNCO0018W	NC_001147.6	487439	487512	+	74	0	0	0	0
YOR087W	NC_001147.6	487707	489734	+	2028	72	74	54	69
YOR089C	NC_001147.6	490196	490828	-	633	110	152	77	109
YOR090C	NC_001147.6	491123	492841	-	1719	139	101	71	104
YOR091W	NC_001147.6	493433	494470	+	1038	37	26	85	100
YOR092W	NC_001147.6	495127	496968	+	1842	59	65	41	101
YOR093C	NC_001147.6	497506	502452	-	4947	58	44	46	79
YOR094W	NC_001147.6	502795	503346	+	552	35	17	24	30
YOR095C	NC_001147.6	503552	504328	-	777	11	15	24	67
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	247	487	853	1356
YOR097C	NC_001147.6	506978	507505	-	528	27	42	18	30
YOR098C	NC_001147.6	507948	511178	-	3231	88	77	71	104
YOR099W	NC_001147.6	511825	513006	+	1182	100	107	77	122
YOR100C	NC_001147.6	513295	514278	-	984	29	15	12	12
YOR101W	NC_001147.6	515244	516173	+	930	42	35	38	82
YOR103C	NC_001147.6	516449	516841	-	393	29	26	25	29
YOR104W	NC_001147.6	517642	518490	+	849	29	11	7	19
YOR105W	NC_001147.6	518195	518521	+	327	0	0	1	0
YOR106W	NC_001147.6	519121	519972	+	852	23	27	16	31
YOR107W	NC_001147.6	521353	522282	+	930	10	12	17	14
YOR108W	NC_001147.6	523027	524841	+	1815	11	151	68	116
YOR109W	NC_001147.6	525278	528601	+	3324	150	148	128	140
YOR110W	NC_001147.6	528941	530248	+	1308	47	40	35	47
YOR111W	NC_001147.6	530429	531127	+	699	26	18	12	12
YOR112W	NC_001147.6	531508	533793	+	2286	66	68	61	73
YOR113W	NC_001147.6	534075	536819	+	2745	64	55	48	64
YOR114W	NC_001147.6	537570	538454	+	885	32	13	14	13
YOR115C	NC_001147.6	538659	539465	-	807	47	41	25	46
YOR116C	NC_001147.6	539763	544145	-	4383	52	52	71	107
YOR117W	NC_001147.6	545029	546333	+	1305	304	261	155	241
YOR118W	NC_001147.6	546857	548560	+	1704	81	43	47	71
YOR119C	NC_001147.6	548792	550246	-	1455	50	25	22	70
YOR120W	NC_001147.6	551114	552052	+	939	581	449	103	139
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	256	309	182	274
YOR123C	NC_001147.6	553176	554570	-	1395	110	105	78	124
YOR124C	NC_001147.6	554824	558642	-	3819	191	198	114	167
YOR125C	NC_001147.6	559030	559731	-	702	31	47	20	27
YOR126C	NC_001147.6	559961	560677	-	717	30	21	15	22
YOR127W	NC_001147.6	561170	564193	+	3024	82	68	80	108
YOR128C	NC_001147.6	564476	566191	-	1716	279	468	453	513
YOR129C	NC_001147.6	566877	569558	-	2682	32	18	28	31
YOR130C	NC_001147.6	569929	570807	-	879	32	61	14	20
YNCO0019W	NC_001147.6	571958	572029	+	72	0	0	1	1
YOR131C	NC_001147.6	572182	572838	-	657	44	47	35	39
YOR132W	NC_001147.6	573175	574830	+	1656	123	135	84	119
YOR133W	NC_001147.6	575098	577626	+	2529	1022	1823	2141	3176
YOR134W	NC_001147.6	578564	579793	+	1230	23	26	17	23
YOR136W	NC_001147.6	580250	581359	+	1110	597	412	284	314
YOR137C	NC_001147.6	581813	583681	-	1869	25	28	23	30
YOR138C	NC_001147.6	584309	586324	-	2016	144	123	79	103
YOR140W	NC_001147.6	586981	589281	+	2301	24	13	9	19
YOR141C	NC_001147.6	589942	592587	-	2646	81	102	75	101
YOR142W	NC_001147.6	593057	594046	+	990	411	294	214	260
YNCO0020C	NC_001147.6	594354	594425	-	72	0	0	0	0
YOR142W-B	NC_001147.6	595112	600380	+	5269	114	338	137	195
YOR142W-A	NC_001147.6	595112	596434	+	1323	0	0	0	0
YOR143C	NC_001147.6	601383	602342	-	960	9	14	16	28
YOR144C	NC_001147.6	602717	605092	-	2376	14	11	10	10
YOR145C	NC_001147.6	605347	606171	-	825	37	31	33	87
YOR147W	NC_001147.6	606607	608475	+	1869	80	47	58	67
YOR148C	NC_001147.6	608640	609197	-	558	13	17	19	32
YOR149C	NC_001147.6	609838	611388	-	1551	35	26	28	40
YOR150W	NC_001147.6	611999	612490	+	492	61	75	35	31
YOR151C	NC_001147.6	612997	616671	-	3675	224	279	260	380
YOR152C	NC_001147.6	617518	618288	-	771	27	24	6	17
YOR153W	NC_001147.6	619840	624375	+	4536	144	120	149	167
YOR154W	NC_001147.6	624729	626492	+	1764	30	14	22	40
YOR155C	NC_001147.6	626628	627980	-	1353	97	99	51	60
YOR156C	NC_001147.6	628360	630540	-	2181	24	22	20	21
YOR157C	NC_001147.6	630966	631751	-	786	160	165	102	139
YOR158W	NC_001147.6	632164	633120	+	957	65	50	34	48
YOR159C	NC_001147.6	633282	633566	-	285	17	12	14	14
YOR160W	NC_001147.6	633839	636757	+	2919	58	68	35	90
YOR161C	NC_001147.6	636939	638558	-	1620	230	117	133	172
YOR161C-C	NC_001147.6	639121	639267	-	147	1	1	0	0
YOR162C	NC_001147.6	639560	641992	-	2433	61	49	35	61
YOR163W	NC_001147.6	642741	643307	+	567	49	68	33	52
YOR164C	NC_001147.6	643394	644332	-	939	66	71	57	84
YOR165W	NC_001147.6	644566	646896	+	2331	141	117	99	138
YOR166C	NC_001147.6	647126	648502	-	1377	21	18	12	30
YOR167C	NC_001147.6	648804	649007	-	204	118	251	352	472
YOR168W	NC_001147.6	649303	651732	+	2430	185	214	234	369
YOR171C	NC_001147.6	652010	653884	-	1875	88	100	72	114
YOR172W	NC_001147.6	654210	656570	+	2361	51	50	35	55
YOR173W	NC_001147.6	657264	658325	+	1062	559	420	121	163
YOR174W	NC_001147.6	658747	659601	+	855	31	30	28	65
YOR175C	NC_001147.6	659815	661674	-	1860	141	102	86	88
YOR176W	NC_001147.6	662401	663582	+	1182	141	141	83	112
YNCO0021C	NC_001147.6	663812	663885	-	74	0	0	1	0
YOR177C	NC_001147.6	665785	667179	-	1395	7	5	5	6
YOR178C	NC_001147.6	667860	670241	-	2382	131	76	79	95
YOR179C	NC_001147.6	671845	672411	-	567	12	15	22	23
YOR180C	NC_001147.6	674352	675167	-	816	22	5	17	10
YOR181W	NC_001147.6	675939	677840	+	1902	89	86	69	104
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	87	177	282	337
YOR183W	NC_001147.6	678872	679261	+	390	2	0	0	0
YOR184W	NC_001147.6	679357	680544	+	1188	230	484	253	301
YNCO0022C	NC_001147.6	680685	680866	-	182	1	1	0	0
YOR185C	NC_001147.6	681444	682106	-	663	167	109	39	57
YOR186W	NC_001147.6	683111	683545	+	435	2	3	3	1
YOR187W	NC_001147.6	684030	685343	+	1314	343	428	240	265
YOR188W	NC_001147.6	685767	689180	+	3414	50	28	50	65
YOR189W	NC_001147.6	689624	689974	+	351	16	21	10	20
YOR190W	NC_001147.6	690695	692032	+	1338	12	11	5	13
YOR191W	NC_001147.6	692475	697334	+	4860	132	105	101	141
YOR192C	NC_001147.6	698768	700567	-	1800	10	6	10	7
YOR192C-C	NC_001147.6	703988	704224	-	237	0	2	1	0
YOR192C-B	NC_001147.6	704419	709732	-	5314	63	86	47	65
YOR192C-A	NC_001147.6	708416	709732	-	1317	0	0	0	0
YNCO0023W	NC_001147.6	710201	710272	+	72	0	0	0	0
YOR193W	NC_001147.6	710446	711576	+	1131	29	21	14	34
YOR194C	NC_001147.6	711683	712543	-	861	91	83	84	137
YOR195W	NC_001147.6	712866	715331	+	2466	60	39	41	75
YOR196C	NC_001147.6	715593	716837	-	1245	76	75	34	65
YOR197W	NC_001147.6	717086	718384	+	1299	172	196	142	213
YOR198C	NC_001147.6	718653	720065	-	1413	152	245	189	280
YOR201C	NC_001147.6	720470	721708	-	1239	32	37	30	42
YOR202W	NC_001147.6	721946	722608	+	663	57	248	75	107
YOR204W	NC_001147.6	722911	724725	+	1815	117	86	70	144
YOR205C	NC_001147.6	725564	727234	-	1671	36	15	21	30
YOR206W	NC_001147.6	727512	729644	+	2133	29	44	95	154
YOR207C	NC_001147.6	730008	733457	-	3450	75	64	101	156
YOR208W	NC_001147.6	733925	736177	+	2253	53	52	41	68
YOR209C	NC_001147.6	736437	737726	-	1290	85	134	99	192
YOR210W	NC_001147.6	738320	738532	+	213	22	19	38	55
YOR211C	NC_001147.6	738924	741569	-	2646	99	79	73	95
YOR212W	NC_001147.6	742910	744181	+	1272	76	84	102	150
YOR213C	NC_001147.6	744535	745281	-	747	21	20	8	19
YOR214C	NC_001147.6	745593	746303	-	711	0	0	0	1
YOR215C	NC_001147.6	746725	747282	-	558	118	112	40	60
YOR216C	NC_001147.6	747525	748979	-	1455	58	71	65	73
YOR217W	NC_001147.6	749301	751886	+	2586	73	70	65	125
YOR219C	NC_001147.6	752214	755009	-	2796	86	81	63	88
YOR220W	NC_001147.6	755328	756125	+	798	135	137	70	85
YOR221C	NC_001147.6	756476	757558	-	1083	52	70	71	127
YOR222W	NC_001147.6	758330	759253	+	924	92	49	38	57
YNCO0024C	NC_001147.6	759326	759529	-	204	2	2	3	2
YOR223W	NC_001147.6	759782	760660	+	879	46	54	38	44
YOR224C	NC_001147.6	760825	761265	-	441	30	74	87	112
YOR226C	NC_001147.6	761614	762084	-	471	11	57	36	52
YOR227W	NC_001147.6	762825	766565	+	3741	296	190	116	173
YOR228C	NC_001147.6	766869	767777	-	909	46	47	24	37
YOR229W	NC_001147.6	768409	769812	+	1404	16	30	14	23
YOR230W	NC_001147.6	770800	772113	+	1314	687	865	400	480
YOR231W	NC_001147.6	772601	774127	+	1527	63	46	53	64
YOR232W	NC_001147.6	774573	775259	+	687	113	121	76	114
YOR233W	NC_001147.6	775846	778248	+	2403	40	24	27	43
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	62	173	269	406
YOR235W	NC_001147.6	779870	780184	+	315	0	0	0	0
YNCO0025W	NC_001147.6	780107	780596	+	490	3	3	2	5
YOR236W	NC_001147.6	780906	781541	+	636	37	29	21	41
YOR237W	NC_001147.6	781994	783298	+	1305	1	0	1	1
YOR238W	NC_001147.6	783677	784588	+	912	15	10	16	24
YOR239W	NC_001147.6	784857	786744	+	1888	163	178	143	239
YOR241W	NC_001147.6	786995	788641	+	1647	62	75	63	101
YOR242C	NC_001147.6	788742	789857	-	1116	7	1	7	4
YOR243C	NC_001147.6	790211	792241	-	2031	29	30	74	144
YOR244W	NC_001147.6	792531	793868	+	1338	38	42	34	38
YOR245C	NC_001147.6	794076	795332	-	1257	70	49	38	37
YOR246C	NC_001147.6	795801	796793	-	993	86	65	84	135
YOR247W	NC_001147.6	797676	798308	+	633	286	203	255	361
YOR249C	NC_001147.6	798674	800731	-	2058	48	27	20	40
YOR250C	NC_001147.6	800970	802307	-	1338	57	42	39	50
YOR251C	NC_001147.6	802550	803464	-	915	70	42	40	58
YOR252W	NC_001147.6	803667	804203	+	537	13	12	21	28
YOR253W	NC_001147.6	804377	804907	+	531	27	34	44	69
YOR254C	NC_001147.6	805032	807023	-	1992	88	151	145	220
YOR255W	NC_001147.6	807271	808107	+	837	0	1	0	0
YOR256C	NC_001147.6	808254	810683	-	2430	75	108	62	93
YOR257W	NC_001147.6	811008	811493	+	486	29	38	21	36
YOR258W	NC_001147.6	811671	812324	+	654	12	9	6	10
YOR259C	NC_001147.6	812395	813708	-	1314	270	317	164	240
YOR260W	NC_001147.6	813984	815720	+	1737	71	74	94	158
YOR261C	NC_001147.6	815915	816931	-	1017	263	280	171	249
YOR262W	NC_001147.6	817292	818335	+	1044	40	34	32	44
YOR264W	NC_001147.6	818866	820158	+	1293	62	58	47	60
YOR265W	NC_001147.6	820454	820774	+	321	34	30	21	21
YOR266W	NC_001147.6	821023	822294	+	1272	26	28	16	20
YOR267C	NC_001147.6	822588	824867	-	2280	194	183	140	213
YOR268C	NC_001147.6	825534	825932	-	399	0	0	0	2
YOR269W	NC_001147.6	826385	827869	+	1485	7	3	6	15
YOR270C	NC_001147.6	828052	830574	-	2523	420	414	391	540
YOR271C	NC_001147.6	831059	832042	-	984	57	116	119	168
YNCO0026W	NC_001147.6	832332	832521	+	190	0	1	0	3
YOR272W	NC_001147.6	832813	834195	+	1383	23	13	43	85
YOR273C	NC_001147.6	834452	836431	-	1980	228	153	357	488
YOR274W	NC_001147.6	837674	838960	+	1287	26	19	24	41
YOR275C	NC_001147.6	839084	841069	-	1986	88	68	55	93
YOR276W	NC_001147.6	841333	841818	+	486	43	86	79	111
YNCO0027C	NC_001147.6	841958	842182	-	225	1	2	6	12
YNCO0028W	NC_001147.6	842403	842606	+	204	2	1	0	1
YOR278W	NC_001147.6	842817	843644	+	828	35	27	17	23
YOR279C	NC_001147.6	843698	844630	-	933	14	9	15	13
YOR280C	NC_001147.6	844992	845792	-	801	32	34	20	38
YOR281C	NC_001147.6	846269	847129	-	861	40	68	44	67
YOR283W	NC_001147.6	847453	848145	+	693	18	24	30	29
YOR284W	NC_001147.6	848478	849209	+	732	19	7	12	11
YOR285W	NC_001147.6	849635	850054	+	420	471	498	259	312
YOR286W	NC_001147.6	850280	850729	+	450	49	49	30	28
YOR287C	NC_001147.6	850937	851839	-	903	3	4	5	19
YOR288C	NC_001147.6	852121	853077	-	957	39	36	20	23
YOR289W	NC_001147.6	853357	854112	+	756	96	69	26	31
YNCO0029C	NC_001147.6	854187	854259	-	73	0	0	0	1
YOR290C	NC_001147.6	855147	860258	-	5112	244	193	181	217
